Shimmer_A5E0_Timestamp_Unix_CAL,Shimmer_A5E0_GSR_Skin_Conductance_CAL_uS,Shimmer_A5E0_GSR_Skin_Resistance_CAL_kOhm,Shimmer_A5E0_PPG_A13_CAL_mV,Shimmer_A5E0_Accel_LN_X_CAL_m/s^2,Shimmer_A5E0_Accel_LN_Y_CAL_m/s^2,Shimmer_A5E0_Accel_LN_Z_CAL_m/s^2,Shimmer_A5E0_Accel_WR_X_CAL_m/s^2,Shimmer_A5E0_Accel_WR_Y_CAL_m/s^2,Shimmer_A5E0_Accel_WR_Z_CAL_m/s^2,Shimmer_A5E0_Gyro_X_CAL_deg/s,Shimmer_A5E0_Gyro_Y_CAL_deg/s,Shimmer_A5E0_Gyro_Z_CAL_deg/s,Shimmer_A5E0_Mag_X_CAL_local,Shimmer_A5E0_Mag_Y_CAL_local,Shimmer_A5E0_Mag_Z_CAL_local,Shimmer_A5E0_Temperature_BMP280_CAL_Celcius,Shimmer_A5E0_Pressure_BMP280_CAL_Pa,Shimmer_A5E0_Ext_Exp_A7_CAL_mV,Shimmer_A5E0_VSenseBatt_CAL_mV,Shimmer_A5E0_PPGtoHR_CAL_BPM
3564319000,0.010266863228834468,97400.73260073259,2326.0,2047.0,2051.0,1218.0,472.0,-256.0,-16248.0,873.0,-375.0,-37.0,-67.0,-175.0,469.0,32768.0,5515264.0,2297.0,2818.0,0.0
3564575000,0.010266863228834468,97400.73260073259,2288.0,2040.0,2050.0,1212.0,432.0,-232.0,-16264.0,865.0,-343.0,-49.0,-66.0,-181.0,477.0,32768.0,5515776.0,2267.0,2816.0,0.0
3564831000,0.010266863228834468,97400.73260073259,2278.0,2035.0,2052.0,1217.0,276.0,-272.0,-16188.0,880.0,-358.0,-39.0,-76.0,-181.0,473.0,32768.0,5515776.0,2252.0,2816.0,0.0
3565087000,0.010266863228834468,97400.73260073259,2254.0,2041.0,2054.0,1230.0,396.0,-300.0,-15980.0,857.0,-348.0,-31.0,-76.0,-181.0,473.0,32768.0,5515264.0,2246.0,2816.0,0.0
3565343000,0.010266657306751175,97402.68620268619,2219.0,2048.0,2051.0,1226.0,600.0,-268.0,-16068.0,876.0,-352.0,-41.0,-75.0,-183.0,467.0,32768.0,5515264.0,2249.0,2817.0,0.0
3565599000,0.010266863228834468,97400.73260073259,2264.0,2047.0,2052.0,1221.0,588.0,-252.0,-16124.0,854.0,-359.0,-6.0,-69.0,-186.0,477.0,32768.0,5515776.0,2251.0,2817.0,0.0
3565855000,0.010266863228834468,97400.73260073259,2227.0,2039.0,2052.0,1228.0,356.0,-228.0,-16000.0,866.0,-345.0,-29.0,-72.0,-179.0,476.0,32768.0,5515776.0,2252.0,2817.0,0.0
3566111000,0.010266863228834468,97400.73260073259,2229.0,2036.0,2052.0,1217.0,280.0,-232.0,-16100.0,874.0,-366.0,-28.0,-68.0,-172.0,470.0,32768.0,5515776.0,2246.0,2816.0,0.0
3566367000,0.010266863228834468,97400.73260073259,2241.0,2043.0,2052.0,1218.0,412.0,-308.0,-16248.0,878.0,-344.0,-61.0,-68.0,-172.0,470.0,32768.0,5515776.0,2250.0,2817.0,0.0
3566623000,0.010266863228834468,97400.73260073259,2196.0,2047.0,2052.0,1224.0,548.0,-284.0,-15972.0,871.0,-359.0,-25.0,-67.0,-179.0,471.0,32768.0,5515264.0,2244.0,2816.0,0.0
3566879000,0.010266863228834468,97400.73260073259,2231.0,2044.0,2053.0,1230.0,504.0,-284.0,-15928.0,881.0,-349.0,-23.0,-62.0,-179.0,475.0,32768.0,5515264.0,2242.0,2816.0,0.0
3567135000,0.010266863228834468,97400.73260073259,2209.0,2040.0,2052.0,1221.0,372.0,-264.0,-16084.0,850.0,-347.0,-18.0,-64.0,-178.0,469.0,32768.0,5515776.0,2248.0,2817.0,0.0
3567391000,0.010266863228834468,97400.73260073259,2219.0,2038.0,2055.0,1216.0,352.0,-300.0,-16220.0,875.0,-346.0,-28.0,-61.0,-179.0,471.0,32768.0,5515776.0,2251.0,2817.0,0.0
3567647000,0.010266863228834468,97400.73260073259,2237.0,2042.0,2054.0,1219.0,456.0,-272.0,-16164.0,870.0,-359.0,-34.0,-61.0,-179.0,471.0,32768.0,5515520.0,2245.0,2816.0,0.0
3567903000,0.010266863228834468,97400.73260073259,2190.0,2044.0,2054.0,1229.0,484.0,-332.0,-16024.0,872.0,-344.0,-38.0,-66.0,-180.0,465.0,32768.0,5515520.0,2466.0,2802.0,0.0
3568159000,0.010266863228834468,97400.73260073259,2214.0,2044.0,2051.0,1227.0,440.0,-256.0,-15980.0,882.0,-343.0,-36.0,-71.0,-185.0,468.0,32768.0,5515008.0,2349.0,2817.0,0.0
3568415000,0.010266863228834468,97400.73260073259,2292.0,2042.0,2052.0,1219.0,364.0,-272.0,-16132.0,866.0,-344.0,-12.0,-67.0,-177.0,468.0,32768.0,5515008.0,2298.0,2818.0,0.0
3568671000,0.010266863228834468,97400.73260073259,2333.0,2039.0,2053.0,1220.0,404.0,-268.0,-16136.0,867.0,-350.0,-28.0,-67.0,-177.0,468.0,32768.0,5515264.0,2520.0,2815.0,0.0
3568927000,0.010266863228834468,97400.73260073259,2338.0,2042.0,2050.0,1223.0,456.0,-228.0,-16100.0,872.0,-343.0,-29.0,-69.0,-173.0,471.0,32768.0,5515264.0,2374.0,2817.0,0.0
3569183000,0.010266863228834468,97400.73260073259,2151.0,2046.0,2052.0,1222.0,468.0,-268.0,-16072.0,861.0,-337.0,-30.0,-68.0,-178.0,470.0,32768.0,5515264.0,2308.0,2817.0,0.0
3569439000,0.010266863228834468,97400.73260073259,2263.0,2044.0,2050.0,1220.0,436.0,-264.0,-16048.0,855.0,-356.0,-11.0,-69.0,-176.0,466.0,32768.0,5515264.0,2279.0,2818.0,0.0
3569695000,0.010266863228834468,97400.73260073259,2261.0,2043.0,2051.0,1223.0,404.0,-264.0,-16168.0,866.0,-343.0,-18.0,-73.0,-182.0,469.0,32768.0,5515776.0,2258.0,2816.0,0.0
3569951000,0.010266863228834468,97400.73260073259,2219.0,2040.0,2051.0,1226.0,356.0,-260.0,-16068.0,873.0,-358.0,-16.0,-73.0,-182.0,469.0,32768.0,5515776.0,2248.0,2816.0,0.0
3570207000,0.010266863228834468,97400.73260073259,2263.0,2042.0,2052.0,1219.0,356.0,-508.0,-16168.0,862.0,-356.0,-20.0,-86.0,-180.0,464.0,32768.0,5515776.0,2251.0,2817.0,0.0
3570463000,0.010266863228834468,97400.73260073259,2229.0,2044.0,2053.0,1219.0,420.0,-268.0,-16132.0,877.0,-327.0,-25.0,-71.0,-178.0,471.0,32768.0,5515776.0,2253.0,2818.0,0.0
3570719000,0.010266863228834468,97400.73260073259,2235.0,2044.0,2053.0,1226.0,432.0,-316.0,-15952.0,902.0,-362.0,-39.0,-71.0,-178.0,473.0,32768.0,5515776.0,2246.0,2816.0,0.0
3570975000,0.010266863228834468,97400.73260073259,2225.0,2042.0,2052.0,1226.0,456.0,-280.0,-16060.0,881.0,-349.0,-16.0,-77.0,-179.0,465.0,32768.0,5515776.0,2466.0,2801.0,0.0
3571231000,0.010266657306751175,97402.68620268619,2161.0,2040.0,2051.0,1220.0,380.0,-256.0,-16136.0,871.0,-356.0,-27.0,-77.0,-179.0,465.0,32768.0,5515776.0,2342.0,2816.0,0.0
3571487000,0.010266863228834468,97400.73260073259,2303.0,2041.0,2054.0,1219.0,360.0,-264.0,-16140.0,873.0,-351.0,-11.0,-67.0,-179.0,468.0,32768.0,5515776.0,2511.0,2804.0,0.0
3571743000,0.010266863228834468,97400.73260073259,2265.0,2043.0,2053.0,1220.0,428.0,-292.0,-16112.0,872.0,-339.0,-24.0,-65.0,-175.0,469.0,32768.0,5515264.0,2370.0,2817.0,0.0
3571999000,0.010266863228834468,97400.73260073259,2355.0,2044.0,2052.0,1224.0,452.0,-304.0,-16080.0,869.0,-355.0,-25.0,-59.0,-177.0,473.0,32768.0,5515264.0,2530.0,2803.0,0.0
3572255000,0.010266863228834468,97400.73260073259,2328.0,2045.0,2050.0,1223.0,452.0,-256.0,-16108.0,878.0,-350.0,-28.0,-63.0,-177.0,469.0,32768.0,5515776.0,2372.0,2816.0,0.0
3572511000,0.010266863228834468,97400.73260073259,2146.0,2041.0,2051.0,1220.0,356.0,-280.0,-16144.0,865.0,-349.0,-31.0,-63.0,-177.0,469.0,32768.0,5515776.0,2308.0,2818.0,0.0
3572767000,0.010266863228834468,97400.73260073259,2265.0,2040.0,2052.0,1221.0,320.0,-288.0,-16120.0,871.0,-345.0,-36.0,-67.0,-178.0,468.0,32768.0,5516288.0,2278.0,2817.0,0.0
3573023000,0.010266863228834468,97400.73260073259,2251.0,2043.0,2054.0,1219.0,424.0,-260.0,-16120.0,865.0,-342.0,-24.0,-68.0,-174.0,471.0,32768.0,5516288.0,2481.0,2802.0,0.0
3573279000,0.010266863228834468,97400.73260073259,2211.0,2047.0,2052.0,1223.0,480.0,-292.0,-16100.0,869.0,-354.0,-29.0,-69.0,-178.0,478.0,32768.0,5515776.0,2350.0,2816.0,0.0
3573535000,0.010266863228834468,97400.73260073259,2322.0,2046.0,2051.0,1227.0,472.0,-268.0,-15996.0,868.0,-360.0,-31.0,-69.0,-178.0,478.0,32768.0,5515776.0,2297.0,2817.0,0.0
3573791000,0.010266863228834468,97400.73260073259,2279.0,2041.0,2052.0,1225.0,432.0,-264.0,-15988.0,862.0,-340.0,-12.0,-69.0,-182.0,466.0,32768.0,5515264.0,2266.0,2816.0,0.0
3574047000,0.010266863228834468,97400.73260073259,2286.0,2040.0,2052.0,1220.0,368.0,-288.0,-16076.0,865.0,-353.0,-24.0,-73.0,-177.0,473.0,32768.0,5515264.0,2476.0,2802.0,0.0
3574303000,0.010266863228834468,97400.73260073259,2244.0,2043.0,2053.0,1221.0,428.0,-304.0,-16168.0,894.0,-350.0,-27.0,-72.0,-183.0,477.0,32768.0,5515520.0,2355.0,2818.0,0.0
3574559000,0.010266863228834468,97400.73260073259,2308.0,2042.0,2053.0,1221.0,376.0,-288.0,-16148.0,836.0,-351.0,-30.0,-71.0,-174.0,472.0,32768.0,5515520.0,2299.0,2817.0,0.0
3574815000,0.010266863228834468,97400.73260073259,2333.0,2043.0,2052.0,1229.0,452.0,-300.0,-15956.0,883.0,-352.0,-10.0,-71.0,-174.0,472.0,32768.0,5515776.0,2267.0,2816.0,0.0
3575071000,0.010266863228834468,97400.73260073259,2282.0,2043.0,2052.0,1223.0,440.0,-268.0,-15988.0,883.0,-352.0,-10.0,-64.0,-180.0,472.0,32768.0,5515776.0,2483.0,2803.0,0.0
